"SitRecID","kba","ovl","year","random","nPAs","percPA","ISO","COUNTRY"
20843,52200844.5669166,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20844,1302134.94849157,211575.009947777,1978,TRUE,1,0.162483166735422,"FLK","Falkland Islands (Malvinas)"
20846,21221575.3452944,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20847,996491.139354974,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20849,7175132.73606695,1376209.81396878,1966,FALSE,1,0.191802697537711,"FLK","Falkland Islands (Malvinas)"
20850,35251731.3421913,560.055288298987,1965,TRUE,2,1.58873129623759e-05,"FLK","Falkland Islands (Malvinas)"
20850,35251731.3421913,2954506.82865408,1966,TRUE,1,0.0838116800554973,"FLK","Falkland Islands (Malvinas)"
20850,35251731.3421913,6235827.29312029,1973,TRUE,8,0.176894213580282,"FLK","Falkland Islands (Malvinas)"
20850,35251731.3421913,339.909583337605,1978,TRUE,1,9.64235146461535e-06,"FLK","Falkland Islands (Malvinas)"
20851,39522691.2144091,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20858,439647.233169436,137293.357742488,1964,FALSE,1,0.312280727329352,"FLK","Falkland Islands (Malvinas)"
20858,439647.233169436,31161.8968467116,1973,FALSE,1,0.0708793198175369,"FLK","Falkland Islands (Malvinas)"
20859,68499209.565162,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20860,22091179.4252663,4529879.17771098,1965,TRUE,1,0.205053749757246,"FLK","Falkland Islands (Malvinas)"
20861,9777471.84514475,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20864,116858172.451494,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20865,122393746.511214,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20866,10433804.4089608,7929951.37695646,1973,TRUE,1,0.760024921508593,"FLK","Falkland Islands (Malvinas)"
20866,10433804.4089608,1264734.9205774,2001,TRUE,1,0.121215126429935,"FLK","Falkland Islands (Malvinas)"
20867,81092784.6020919,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20868,33653998.5952844,97625.7836928368,1965,FALSE,1,0.00290086728970494,"FLK","Falkland Islands (Malvinas)"
20869,14749811.6185493,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20870,17615300.5666733,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20871,27154133.2326559,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20872,30036446.0824471,0,0,FALSE,0,0,"FLK","Falkland Islands (Malvinas)"
20873,35241572.0118663,8619457.46915162,2001,FALSE,1,0.244582093734335,"FLK","Falkland Islands (Malvinas)"
NA,0,0,0,FALSE,0,NA,"FLK","Falkland Islands (Malvinas)"
NA,0,0,0,FALSE,0,NA,"FLK","Falkland Islands (Malvinas)"
NA,0,0,0,FALSE,0,NA,"FLK","Falkland Islands (Malvinas)"
20842,1502277.45762888,965652.122876678,1965,FALSE,1,0.642792127361621,"FLK","Falkland Islands (Malvinas)"
